Unnamed: 0,Unnamed: 1, z Czas opóźnień > 5 minut,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Czas opóźnień > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Reda,POLREGIO Spółka Akcyjna,2927,987,1407,1151,4287,9255,12488,11076,5833,2064,2125,4738,58338
Reda,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3095,653,1199,973,882,1191,3744,2149,1306,1772,1666,3154,21784
Reda ,,6022,1640,2606,2124,5169,10446,16232,13225,7139,3836,3791,7892,80122
Piastów,Koleje Mazowieckie - KM Spółka z o.o.,3395,1468,2028,1422,4353,3161,5602,1675,2310,2771,3771,1592,33548
Piastów,Szybka Kolej Miejska Sp. z o.o.,1250,540,357,308,858,1363,3262,847,630,865,1564,1080,12924
Piastów ,,4645,2008,2385,1730,5211,4524,8864,2522,2940,3636,5335,2672,46472
Warszawa Ursus Niedźwiadek,Koleje Mazowieckie - KM Spółka z o.o.,3429,1470,2012,1408,4349,3165,5639,1700,2304,2796,3796,1598,33666
Warszawa Ursus Niedźwiadek,Szybka Kolej Miejska Sp. z o.o.,1241,541,356,319,867,1370,3303,879,608,903,1591,1043,13021
Warszawa Ursus Niedźwiadek,PKP INTERCITY Spółka Akcyjna ,,,,,,,63,,,,,,63
Warszawa Ursus Niedźwiadek ,,4670,2011,2368,1727,5216,4535,9005,2579,2912,3699,5387,2641,46750
Warszawa Ursus,Koleje Mazowieckie - KM Spółka z o.o.,3405,1451,1997,1421,4321,3172,5624,1745,2328,2805,3777,1522,33568
Warszawa Ursus,Szybka Kolej Miejska Sp. z o.o.,1228,542,362,311,914,1393,3342,952,650,978,1644,1048,13364
Warszawa Ursus ,,4633,1993,2359,1732,5235,4565,8966,2697,2978,3783,5421,2570,46932
Wołomin,PKP INTERCITY Spółka Akcyjna ,2940,1500,1574,1192,1613,2031,2886,2583,2238,2153,2132,1908,24750
Wołomin,Koleje Mazowieckie - KM Spółka z o.o.,2568,764,2106,962,1173,2355,3059,1787,2398,1516,1685,1066,21439
Wołomin ,,5508,2264,3680,2154,2786,4386,5945,4370,4636,3669,3817,2974,46189
Warszawa Płudy,Koleje Mazowieckie - KM Spółka z o.o.,5982,1806,1619,1660,1833,5109,3439,2086,2100,2065,1469,3963,33131
Warszawa Płudy,Szybka Kolej Miejska Sp. z o.o.,3319,1425,914,1442,1069,3707,2405,1393,1448,1346,1095,2478,22041
Warszawa Płudy ,,9301,3231,2533,3102,2902,8816,5844,3479,3548,3411,2564,6441,55172
Wrocław Mikołajów,PKP INTERCITY Spółka Akcyjna ,5219,1617,2416,1998,2279,4114,4166,4651,4368,2055,2859,3955,39697
Wrocław Mikołajów,Koleje Dolnośląskie S.A.,4659,1663,1675,1856,1836,1329,3781,3045,4371,2130,6101,4267,36713
Wrocław Mikołajów,POLREGIO Spółka Akcyjna,4298,2777,2618,2079,1748,2440,3625,2008,4241,2318,2239,2821,33212
Wrocław Mikołajów,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Wrocław Mikołajów ,,14176,6057,6709,5933,5863,7883,11572,9704,12980,6503,11199,11043,109622
Kraków Płaszów,PKP INTERCITY Spółka Akcyjna ,10897,4730,5463,4415,4884,6362,8222,6803,7088,7786,6847,7733,81230
Kraków Płaszów,POLREGIO Spółka Akcyjna,3254,1650,1327,1142,1247,874,1193,1609,1689,1748,1402,1079,18214
Kraków Płaszów,Koleje Małopolskie Sp. z o.o.,2716,754,1097,788,600,792,645,677,512,954,458,584,10577
Kraków Płaszów,Koleje Śląskie Spółka z o.o.,,,,,,,,,,,,246,246
Kraków Płaszów,RegioJet a.s.,,,,,,,,,47,,,,47
Kraków Płaszów ,,16867,7134,7887,6345,6731,8028,10060,9089,9336,10488,8707,9642,110314
Otwock,PKP INTERCITY Spółka Akcyjna ,3541,1604,1768,1977,2293,3238,4158,4872,2376,2314,2410,4971,35522
Otwock,Koleje Mazowieckie - KM Spółka z o.o.,2105,1213,1567,1560,2034,3339,6459,1870,1779,1874,2508,1982,28290
Otwock,Szybka Kolej Miejska Sp. z o.o.,1365,570,255,353,1026,1429,2588,613,611,766,1320,1126,12022
Otwock ,,7011,3387,3590,3890,5353,8006,13205,7355,4766,4954,6238,8079,75834
Łódź Fabryczna,PKP INTERCITY Spółka Akcyjna ,2837,1357,1527,1607,1587,2391,2938,2560,1531,1013,1922,3929,25199
Łódź Fabryczna,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1094,513,707,1726,1277,1252,3572,1306,1221,1414,1270,1864,17216
Łódź Fabryczna,POLREGIO Spółka Akcyjna,1702,759,1057,281,862,416,1501,1230,1035,438,1008,878,11167
Łódź Fabryczna,Koleje Wielkopolskie Sp. z o.o.,,,,,,,,,,,,,
Łódź Fabryczna ,,5633,2629,3291,3614,3726,4059,8011,5096,3787,2865,4200,6671,53582
Gdynia Cisowa,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3392,651,1108,988,833,1226,3079,1811,1095,1662,1152,3276,20273
Gdynia Cisowa ,,3392,651,1108,988,833,1226,3079,1811,1095,1662,1152,3276,20273
Wejherowo,PKP INTERCITY Spółka Akcyjna ,6760,2138,1409,2415,2223,5860,8767,8259,2008,2740,3336,5889,51804
Wejherowo,POLREGIO Spółka Akcyjna,2665,586,1116,726,887,2270,4813,3756,885,1218,1159,3467,23548
Wejherowo,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,2793,566,1216,897,663,916,3732,1995,1073,1390,1312,2543,19096
Wejherowo,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,165,605,510,11,,,,1291
Wejherowo ,,12218,3290,3741,4038,3773,9211,17917,14520,3977,5348,5807,11899,95739
Częstochowa,PKP INTERCITY Spółka Akcyjna ,6864,3065,3608,4235,4110,4693,6919,6789,5048,3075,5202,5059,58667
Częstochowa,Koleje Śląskie Spółka z o.o.,3929,2328,2290,1863,2827,1565,1168,1174,2544,1471,3087,2727,26973
Częstochowa,POLREGIO Spółka Akcyjna,2205,845,1708,852,851,928,2388,1838,1625,1182,1348,996,16766
Częstochowa,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,,,,,,,30,30
Częstochowa ,,12998,6238,7606,6950,7788,7186,10475,9801,9217,5728,9637,8812,102436
Piaseczno,Koleje Mazowieckie - KM Spółka z o.o.,5769,2712,2458,3132,3009,4099,7326,4170,3271,2306,1853,2562,42667
Piaseczno,PKP INTERCITY Spółka Akcyjna ,3738,1209,925,1048,1305,1280,3709,3662,1907,1722,1901,3357,25763
Piaseczno,Szybka Kolej Miejska Sp. z o.o.,1945,1037,523,748,394,1244,1360,888,1013,639,460,1329,11580
Piaseczno ,,11452,4958,3906,4928,4708,6623,12395,8720,6191,4667,4214,7248,80010
Kraków Łobzów,POLREGIO Spółka Akcyjna,4206,1809,1447,1360,1418,1407,1209,1970,1832,2519,2703,2443,24323
Kraków Łobzów,Koleje Małopolskie Sp. z o.o.,1623,626,857,503,397,959,779,878,552,845,995,679,9693
Kraków Łobzów,Koleje Śląskie Spółka z o.o.,471,183,113,114,205,214,182,384,242,426,568,405,3507
Kraków Łobzów ,,6300,2618,2417,1977,2020,2580,2170,3232,2626,3790,4266,3527,37523
Kraków Bronowice,POLREGIO Spółka Akcyjna,4433,1875,1583,1389,1451,1420,1231,1930,1866,2604,2736,2511,25029
Kraków Bronowice,Koleje Małopolskie Sp. z o.o.,1620,662,865,505,421,946,800,905,556,898,1012,688,9878
Kraków Bronowice,Koleje Śląskie Spółka z o.o.,485,204,118,126,219,218,202,387,246,452,575,421,3653
Kraków Bronowice ,,6538,2741,2566,2020,2091,2584,2233,3222,2668,3954,4323,3620,38560
Katowice Ligota,Koleje Śląskie Spółka z o.o.,8459,4231,6301,6139,4491,8941,9869,6397,8122,7241,9935,7147,87273
Katowice Ligota,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,348,2526,1710,540,5124
Katowice Ligota ,,8459,4231,6301,6139,4491,8941,9869,6397,8470,9767,11645,7687,92397
Katowice Piotrowice,Koleje Śląskie Spółka z o.o.,8582,4173,6008,6197,4448,8985,9882,5983,8151,7554,10003,7272,87238
Katowice Piotrowice ,,8582,4173,6008,6197,4448,8985,9882,5983,8151,7554,10003,7272,87238
Zielonka,Koleje Mazowieckie - KM Spółka z o.o.,2458,736,1946,1096,1140,2389,3583,1757,2961,1650,2554,1337,23607
Zielonka ,,2458,736,1946,1096,1140,2389,3583,1757,2961,1650,2554,1337,23607
Gdynia Stocznia-Uniwersytet Morski,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3307,652,1351,1025,786,1040,2527,1532,1055,,194,2766,16235
Gdynia Stocznia-Uniwersytet Morski ,,3307,652,1351,1025,786,1040,2527,1532,1055,,194,2766,16235
Łódź Kaliska,PKP INTERCITY Spółka Akcyjna ,3937,1282,1539,1330,1338,2164,3488,4044,2316,1179,2050,1225,25892
Łódź Kaliska,POLREGIO Spółka Akcyjna,1772,633,895,809,968,1066,2149,2375,1648,1120,1697,972,16104
Łódź Kaliska,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1058,617,970,2009,381,1033,999,1963,1303,1064,2824,1039,15260
Łódź Kaliska,Koleje Wielkopolskie Sp. z o.o.,38,32,6,18,42,31,77,207,117,88,72,21,749
Łódź Kaliska ,,6805,2564,3410,4166,2729,4294,6713,8589,5384,3451,6643,3257,58005
Tłuszcz,Koleje Mazowieckie - KM Spółka z o.o.,5584,2070,2135,1687,1574,2239,3007,1825,2042,1926,2668,1243,28000
Tłuszcz,PKP INTERCITY Spółka Akcyjna ,2869,1523,1552,1187,1551,2045,2852,2572,2238,2090,2249,1852,24580
Tłuszcz,POLREGIO Spółka Akcyjna,,,,,,,,,,,,,
Tłuszcz,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Tłuszcz ,,8453,3593,3687,2874,3125,4284,5859,4397,4280,4016,4917,3095,52580
Radom Główny,PKP INTERCITY Spółka Akcyjna ,6857,2567,2243,2062,3825,2497,5056,5259,3833,3230,4559,5790,47778
Radom Główny,Koleje Mazowieckie - KM Spółka z o.o.,4766,2479,2710,3862,3346,3981,6363,6301,4322,2473,2596,2142,45341
Radom Główny,POLREGIO Spółka Akcyjna,,,6,60,53,9,48,128,117,66,30,31,548
Radom Główny,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,10,159,19,10,,,9,50,,6,263
Radom Główny ,,11623,5046,4969,6143,7243,6497,11467,11688,8281,5819,7185,7969,93930
Toruń Główny,PKP INTERCITY Spółka Akcyjna ,7106,1724,2381,2210,2151,4205,7914,7846,4019,3344,4292,4982,52174
Toruń Główny,POLREGIO Spółka Akcyjna,3773,1294,1361,1719,1694,1805,2323,3964,2232,3325,2752,1797,28039
Toruń Główny,Arriva RP Sp. z o.o.,2143,1432,1560,716,1993,2345,1626,1055,2100,1175,1955,1337,19437
Toruń Główny,CARGO Master Spółka z o.o.,,,16,22,,,,,,,,,38
Toruń Główny,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,,
Toruń Główny ,,13022,4450,5318,4667,5838,8355,11863,12865,8351,7844,8999,8116,99688
Kutno,PKP INTERCITY Spółka Akcyjna ,13719,7784,8123,7046,6834,11034,12375,15041,9976,8815,9380,11655,121782
Kutno,Koleje Mazowieckie - KM Spółka z o.o.,1270,2440,689,1792,698,1364,1449,1434,901,1128,564,600,14329
Kutno,Łódzka Kolej Aglomeracyjna Sp. z o.o.,605,786,773,1283,682,1012,1329,2136,1049,1045,972,824,12496
Kutno,POLREGIO Spółka Akcyjna,465,327,305,333,478,339,464,1422,484,591,630,441,6279
Kutno,Koleje Wielkopolskie Sp. z o.o.,175,345,270,575,517,851,279,320,302,364,169,402,4569
Kutno,CARGO Master Spółka z o.o.,,,,,10,,,,,,,,10
Kutno ,,16234,11682,10160,11029,9219,14600,15896,20353,12712,11943,11715,13922,159465
Łódź Chojny,PKP INTERCITY Spółka Akcyjna ,5072,2763,2234,2239,2407,3370,5361,7066,5046,2760,4382,3106,45806
Łódź Chojny,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1177,791,930,907,522,782,774,1840,1254,1111,2455,989,13532
Łódź Chojny,POLREGIO Spółka Akcyjna,988,464,605,529,500,419,1110,954,864,648,1055,633,8769
Łódź Chojny,Koleje Wielkopolskie Sp. z o.o.,,,,,,,,,,,,,
Łódź Chojny ,,7237,4018,3769,3675,3429,4571,7245,9860,7164,4519,7892,4728,68107
Łódź Niciarniana,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1129,517,723,1843,1317,1299,3587,1385,1266,1465,1325,1914,17770
Łódź Niciarniana,POLREGIO Spółka Akcyjna,2404,1108,1439,469,1072,525,2134,1474,1282,688,1475,1306,15376
Łódź Niciarniana,PKP INTERCITY Spółka Akcyjna ,,,,18,,,,,,,8,,26
Łódź Niciarniana,Koleje Wielkopolskie Sp. z o.o.,,,,,,,,,,,,,
Łódź Niciarniana ,,3533,1625,2162,2330,2389,1824,5721,2859,2548,2153,2808,3220,33172
Szczecin Dąbie,PKP INTERCITY Spółka Akcyjna ,10200,3543,3428,3698,4272,8023,7389,8484,4662,5001,4961,9001,72662
Szczecin Dąbie,POLREGIO Spółka Akcyjna,5493,2437,3318,2227,3359,4676,3293,3482,4264,3329,4319,4835,45032
Szczecin Dąbie,Koleje Dolnośląskie S.A.,,,,,,14,,11,,,,,25
Szczecin Dąbie ,,15693,5980,6746,5925,7631,12713,10682,11977,8926,8330,9280,13836,117719
Warszawa Falenica,Koleje Mazowieckie - KM Spółka z o.o.,2015,1034,1360,1327,1842,3419,6527,1825,1777,1984,2423,2144,27677
Warszawa Falenica,Szybka Kolej Miejska Sp. z o.o.,1559,517,352,353,961,1544,2786,625,672,828,1340,1183,12720
Warszawa Falenica ,,3574,1551,1712,1680,2803,4963,9313,2450,2449,2812,3763,3327,40397
Warszawa Wawer,Koleje Mazowieckie - KM Spółka z o.o.,1924,990,1316,1373,1817,3697,6751,1903,1709,2139,2715,2071,28405
Warszawa Wawer,Szybka Kolej Miejska Sp. z o.o.,1490,531,470,303,941,1802,2857,727,609,987,1427,1087,13231
Warszawa Wawer ,,3414,1521,1786,1676,2758,5499,9608,2630,2318,3126,4142,3158,41636
Warszawa Anin,Koleje Mazowieckie - KM Spółka z o.o.,2023,1018,1367,1380,1844,3635,6753,1913,1786,2148,2676,2234,28777
Warszawa Anin,Szybka Kolej Miejska Sp. z o.o.,1604,523,507,392,1013,1796,2871,740,696,999,1449,1166,13756
Warszawa Anin ,,3627,1541,1874,1772,2857,5431,9624,2653,2482,3147,4125,3400,42533
Warszawa Międzylesie,Koleje Mazowieckie - KM Spółka z o.o.,2054,1006,1385,1363,1841,3613,6717,1882,1786,2120,2661,2243,28671
Warszawa Międzylesie,Szybka Kolej Miejska Sp. z o.o.,1607,534,485,392,1028,1572,2849,706,668,973,1446,1185,13445
Warszawa Międzylesie ,,3661,1540,1870,1755,2869,5185,9566,2588,2454,3093,4107,3428,42116
Warszawa Radość,Koleje Mazowieckie - KM Spółka z o.o.,2043,985,1410,1327,1805,3628,6720,1892,1792,2082,2616,2250,28550
Warszawa Radość,Szybka Kolej Miejska Sp. z o.o.,1579,521,429,360,1027,1573,2863,684,656,912,1447,1190,13241
Warszawa Radość ,,3622,1506,1839,1687,2832,5201,9583,2576,2448,2994,4063,3440,41791
Warszawa Miedzeszyn,Koleje Mazowieckie - KM Spółka z o.o.,2065,1006,1400,1323,1825,3668,6699,1894,1774,2085,2623,2238,28600
Warszawa Miedzeszyn,Szybka Kolej Miejska Sp. z o.o.,1614,526,405,388,1056,1583,2893,682,661,898,1458,1215,13379
Warszawa Miedzeszyn ,,3679,1532,1805,1711,2881,5251,9592,2576,2435,2983,4081,3453,41979
Wołomin Słoneczna,Koleje Mazowieckie - KM Spółka z o.o.,2264,705,1994,1032,1034,2156,2244,1787,2316,1552,1452,877,19413
Wołomin Słoneczna ,,2264,705,1994,1032,1034,2156,2244,1787,2316,1552,1452,877,19413
Kobyłka Ossów,Koleje Mazowieckie - KM Spółka z o.o.,2103,673,1912,959,1023,2270,2255,1677,2543,1433,1343,902,19093
Kobyłka Ossów ,,2103,673,1912,959,1023,2270,2255,1677,2543,1433,1343,902,19093
Kobyłka,Koleje Mazowieckie - KM Spółka z o.o.,2170,677,1953,943,1034,2236,2255,1645,2403,1446,1350,908,19020
Kobyłka ,,2170,677,1953,943,1034,2236,2255,1645,2403,1446,1350,908,19020
Michalin,Koleje Mazowieckie - KM Spółka z o.o.,2182,1196,1427,1437,1961,3512,6503,1895,1790,2034,2495,2335,28767
Michalin,Szybka Kolej Miejska Sp. z o.o.,1637,592,344,378,1040,1558,2729,670,728,887,1383,1225,13171
Michalin ,,3819,1788,1771,1815,3001,5070,9232,2565,2518,2921,3878,3560,41938
Otwock Świder,Koleje Mazowieckie - KM Spółka z o.o.,2144,1274,1586,1537,2118,3537,6550,1906,1802,1962,2587,2370,29373
Otwock Świder,Szybka Kolej Miejska Sp. z o.o.,1464,599,273,375,1065,1496,2612,656,664,803,1311,1160,12478
Otwock Świder ,,3608,1873,1859,1912,3183,5033,9162,2562,2466,2765,3898,3530,41851
Józefów,Koleje Mazowieckie - KM Spółka z o.o.,2198,1251,1528,1500,2094,3561,6553,1930,1822,2017,2573,2380,29407
Józefów,Szybka Kolej Miejska Sp. z o.o.,1522,591,313,376,1062,1520,2671,639,687,828,1356,1184,12749
Józefów ,,3720,1842,1841,1876,3156,5081,9224,2569,2509,2845,3929,3564,42156
Tychy,Koleje Śląskie Spółka z o.o.,7494,3185,5081,5036,3601,7539,7421,4120,6045,6504,7258,6702,69986
Tychy,PKP INTERCITY Spółka Akcyjna ,5353,2208,2835,3024,3480,4483,3434,3653,3168,3770,5348,4955,45711
Tychy ,,12847,5393,7916,8060,7081,12022,10855,7773,9213,10274,12606,11657,115697
Warszawa Gocławek,Koleje Mazowieckie - KM Spółka z o.o.,1998,968,1342,1460,1780,3338,6931,1899,1706,2134,2856,2080,28492
Warszawa Gocławek,Szybka Kolej Miejska Sp. z o.o.,1483,576,502,318,943,1663,3003,726,536,973,1600,1089,13412
Warszawa Gocławek ,,3481,1544,1844,1778,2723,5001,9934,2625,2242,3107,4456,3169,41904
Warszawa Olszynka Grochowska,Koleje Mazowieckie - KM Spółka z o.o.,1990,1007,1377,1449,1750,3561,7083,1865,1735,2137,2881,2062,28897
Warszawa Olszynka Grochowska,Szybka Kolej Miejska Sp. z o.o.,1432,543,492,277,875,1675,3073,723,524,989,1638,1086,13327
Warszawa Olszynka Grochowska ,,3422,1550,1869,1726,2625,5236,10156,2588,2259,3126,4519,3148,42224
Warszawa Grochów,Koleje Mazowieckie - KM Spółka z o.o.,1972,1006,1389,1435,1699,3584,7297,1910,1778,2185,2884,2052,29191
Warszawa Grochów,Szybka Kolej Miejska Sp. z o.o.,1409,570,492,308,840,1679,3188,754,523,999,1677,1096,13535
Warszawa Grochów ,,3381,1576,1881,1743,2539,5263,10485,2664,2301,3184,4561,3148,42726
Nowy Dwór Mazowiecki,PKP INTERCITY Spółka Akcyjna ,9533,3240,2354,3390,3764,5859,8174,7869,4992,3435,4178,9022,65810
Nowy Dwór Mazowiecki,Koleje Mazowieckie - KM Spółka z o.o.,10141,4026,2637,2303,2905,6113,4852,3228,2513,2599,2298,4719,48334
Nowy Dwór Mazowiecki ,,19674,7266,4991,5693,6669,11972,13026,11097,7505,6034,6476,13741,114144
Żyrardów,PKP INTERCITY Spółka Akcyjna ,9079,5212,4937,5187,5410,6961,8858,9862,7221,4430,6579,8749,82485
Żyrardów,Koleje Mazowieckie - KM Spółka z o.o.,2445,1003,1840,1228,3969,2347,3665,1132,1147,1650,3072,1059,24557
Żyrardów,POLREGIO Spółka Akcyjna,762,283,515,419,628,417,780,890,908,665,961,663,7891
Żyrardów ,,12286,6498,7292,6834,10007,9725,13303,11884,9276,6745,10612,10471,114933
Legnica,Koleje Dolnośląskie S.A.,10543,3585,4480,4448,7083,3764,8594,3915,9842,7251,6868,6039,76412
Legnica,PKP INTERCITY Spółka Akcyjna ,3617,2320,2534,1522,2891,3205,3113,2814,2692,3354,3135,3237,34434
Legnica ,,14160,5905,7014,5970,9974,6969,11707,6729,12534,10605,10003,9276,110846
Sulejówek Miłosna,Koleje Mazowieckie - KM Spółka z o.o.,3650,1416,2066,2348,5660,5540,6962,4726,3260,6419,6839,2543,51429
Sulejówek Miłosna,Szybka Kolej Miejska Sp. z o.o.,1778,457,794,73,1099,2878,3998,1463,1457,734,,347,15078
Sulejówek Miłosna,PKP INTERCITY Spółka Akcyjna ,,,,89,47,,,,,,,,136
Sulejówek Miłosna ,,5428,1873,2860,2510,6806,8418,10960,6189,4717,7153,6839,2890,66643
Poznań Garbary,Koleje Wielkopolskie Sp. z o.o.,3218,1629,2580,1381,2031,11755,3001,2346,2390,3648,2905,3059,39943
Poznań Garbary,POLREGIO Spółka Akcyjna,1254,464,522,571,464,1826,517,528,767,1333,944,506,9696
Poznań Garbary,PKP INTERCITY Spółka Akcyjna ,,28,,,,,,,,,,,28
Poznań Garbary,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,12,12
Poznań Garbary,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Poznań Garbary ,,4472,2121,3102,1952,2495,13581,3518,2874,3157,4981,3849,3577,49679
Poznań Wschód,Koleje Wielkopolskie Sp. z o.o.,3135,1653,2564,1402,2106,10105,2996,2287,2349,3629,2918,2920,38064
Poznań Wschód,POLREGIO Spółka Akcyjna,1213,470,535,580,465,1712,546,517,751,1288,938,482,9497
Poznań Wschód,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,23,23
Poznań Wschód,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Poznań Wschód,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Poznań Wschód ,,4348,2123,3099,1982,2571,11817,3542,2804,3100,4917,3856,3425,47584
Malbork,PKP INTERCITY Spółka Akcyjna ,14387,5049,3964,5642,5944,10053,15687,16252,7641,6497,8724,11758,111598
Malbork,POLREGIO Spółka Akcyjna,4064,1219,1760,1311,1347,2161,5242,4554,1896,2292,1990,2530,30366
Malbork,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,182,777,682,21,,,,1662
Malbork,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Malbork ,,18451,6268,5724,6953,7291,12396,21706,21488,9558,8789,10714,14288,143626
Warszawa Dawidy,Koleje Mazowieckie - KM Spółka z o.o.,4266,2117,1856,2897,2668,4019,6593,3515,2824,1959,1757,2136,36607
Warszawa Dawidy,Szybka Kolej Miejska Sp. z o.o.,2026,1080,579,828,533,1435,1424,975,1102,759,510,1379,12630
Warszawa Dawidy ,,6292,3197,2435,3725,3201,5454,8017,4490,3926,2718,2267,3515,49237
Warszawa Jeziorki,Koleje Mazowieckie - KM Spółka z o.o.,4307,2192,1893,2912,2679,3982,6629,3473,2820,1969,1734,2170,36760
Warszawa Jeziorki,Szybka Kolej Miejska Sp. z o.o.,2018,1079,567,823,500,1420,1414,984,1108,731,509,1388,12541
Warszawa Jeziorki ,,6325,3271,2460,3735,3179,5402,8043,4457,3928,2700,2243,3558,49301
Nowa Iwiczna,Koleje Mazowieckie - KM Spółka z o.o.,4325,2292,1899,2901,2621,3932,6616,3438,2736,1879,1657,2166,36462
Nowa Iwiczna,Szybka Kolej Miejska Sp. z o.o.,2012,1069,555,800,476,1391,1417,968,1077,705,494,1361,12325
Nowa Iwiczna ,,6337,3361,2454,3701,3097,5323,8033,4406,3813,2584,2151,3527,48787
Warszawa Okęcie,Koleje Mazowieckie - KM Spółka z o.o.,4139,2143,1839,2837,2702,4092,6202,3560,2803,1992,1752,2018,36079
Warszawa Okęcie,Szybka Kolej Miejska Sp. z o.o.,2062,1114,580,846,587,1459,1463,983,1080,760,529,1362,12825
Warszawa Okęcie ,,6201,3257,2419,3683,3289,5551,7665,4543,3883,2752,2281,3380,48904
Zgierz,PKP INTERCITY Spółka Akcyjna ,3758,1168,1318,1408,1207,1604,3039,3784,2225,1148,2051,1314,24024
Zgierz,Łódzka Kolej Aglomeracyjna Sp. z o.o.,525,578,893,1565,431,660,794,1551,898,1121,2645,1006,12667
Zgierz,POLREGIO Spółka Akcyjna,110,46,117,93,32,158,200,561,241,88,178,95,1919
Zgierz ,,4393,1792,2328,3066,1670,2422,4033,5896,3364,2357,4874,2415,38610
Katowice Zawodzie,Koleje Śląskie Spółka z o.o.,6354,2830,2379,1749,3787,3165,2515,2827,3828,3237,5196,4244,42111
Katowice Zawodzie,POLREGIO Spółka Akcyjna,4274,1209,1063,1224,1365,1601,1067,1508,1147,1724,2220,1857,20259
Katowice Zawodzie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,8,,,8
Katowice Zawodzie ,,10628,4039,3442,2973,5152,4766,3582,4335,4975,4969,7416,6101,62378
Katowice Szopienice Południowe,Koleje Śląskie Spółka z o.o.,6390,2267,2405,1847,4014,3321,2732,2733,3838,3112,5237,4426,42322
Katowice Szopienice Południowe,POLREGIO Spółka Akcyjna,4370,1247,1126,1280,1485,1731,1132,1561,1155,1498,2242,2067,20894
Katowice Szopienice Południowe,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,8,70,,78
Katowice Szopienice Południowe ,,10760,3514,3531,3127,5499,5052,3864,4294,4993,4618,7549,6493,63294
Zabrze,PKP INTERCITY Spółka Akcyjna ,16394,7473,8742,6814,8257,14349,14241,10808,11927,8039,10857,14138,132039
Zabrze,Koleje Śląskie Spółka z o.o.,3413,2329,1342,881,2153,2140,1418,1766,2798,2453,3306,3560,27559
Zabrze ,,19807,9802,10084,7695,10410,16489,15659,12574,14725,10492,14163,17698,159598
Ząbki,Koleje Mazowieckie - KM Spółka z o.o.,1862,600,1532,940,736,2061,1022,1230,2516,927,723,663,14812
Ząbki ,,1862,600,1532,940,736,2061,1022,1230,2516,927,723,663,14812
Warszawa Zacisze Wilno,Koleje Mazowieckie - KM Spółka z o.o.,1828,565,1516,999,686,2033,1056,1271,2479,897,657,692,14679
