 z Liczba opóźn. pociągów > 5 minut,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Liczba opóźn. pociągów > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Rudyszwałd ,,96,70,64,56,79,84,97,107,108,160,141,72,1134
Chodzież,Koleje Wielkopolskie Sp. z o.o.,57,24,72,25,24,61,55,53,23,25,36,76,531
Chodzież,PKP INTERCITY Spółka Akcyjna ,127,48,113,87,63,137,158,161,26,17,26,162,1125
Chodzież,POLREGIO Spółka Akcyjna,97,55,74,41,39,72,77,93,56,47,65,104,820
Chodzież ,,281,127,259,153,126,270,290,307,105,89,127,342,2476
Orzesze,Koleje Śląskie Spółka z o.o.,117,66,54,74,71,88,146,139,133,112,179,90,1269
Orzesze ,,117,66,54,74,71,88,146,139,133,112,179,90,1269
Mikołów,Koleje Śląskie Spółka z o.o.,97,61,56,84,75,83,132,133,146,111,178,91,1247
Mikołów ,,97,61,56,84,75,83,132,133,146,111,178,91,1247
Łaziska Górne,Koleje Śląskie Spółka z o.o.,98,63,58,91,81,91,142,137,148,116,190,95,1310
Łaziska Górne ,,98,63,58,91,81,91,142,137,148,116,190,95,1310
Wola Bierwiecka,Koleje Mazowieckie - KM Spółka z o.o.,136,91,135,109,139,107,175,171,138,105,99,73,1478
Wola Bierwiecka ,,136,91,135,109,139,107,175,171,138,105,99,73,1478
Kruszyna,Koleje Mazowieckie - KM Spółka z o.o.,133,89,132,102,137,104,179,165,136,103,95,75,1450
Kruszyna ,,133,89,132,102,137,104,179,165,136,103,95,75,1450
Bartodzieje,Koleje Mazowieckie - KM Spółka z o.o.,126,89,134,105,140,108,170,168,138,99,96,72,1445
Bartodzieje ,,126,89,134,105,140,108,170,168,138,99,96,72,1445
Warka Miasto,Koleje Mazowieckie - KM Spółka z o.o.,138,87,130,102,127,107,180,160,125,101,92,74,1423
Warka Miasto ,,138,87,130,102,127,107,180,160,125,101,92,74,1423
Strzyżyna,Koleje Mazowieckie - KM Spółka z o.o.,139,91,135,107,133,109,179,165,134,104,94,76,1466
Strzyżyna ,,139,91,135,107,133,109,179,165,134,104,94,76,1466
Grabów nad Pilicą,Koleje Mazowieckie - KM Spółka z o.o.,141,89,136,105,133,108,181,163,129,105,94,74,1458
Grabów nad Pilicą ,,141,89,136,105,133,108,181,163,129,105,94,74,1458
Radom Stara Wola,Koleje Mazowieckie - KM Spółka z o.o.,126,85,133,102,137,108,182,186,145,91,87,64,1446
Radom Stara Wola ,,126,85,133,102,137,108,182,186,145,91,87,64,1446
Lesiów,Koleje Mazowieckie - KM Spółka z o.o.,129,89,133,106,141,109,184,191,148,94,87,67,1478
Lesiów ,,129,89,133,106,141,109,184,191,148,94,87,67,1478
Mieszków,Koleje Wielkopolskie Sp. z o.o.,38,22,28,32,37,74,61,59,46,48,62,49,556
Mieszków,POLREGIO Spółka Akcyjna,30,15,15,35,25,39,40,61,52,47,55,46,460
Mieszków ,,68,37,43,67,62,113,101,120,98,95,117,95,1016
Chocicza,Koleje Wielkopolskie Sp. z o.o.,37,21,30,31,38,73,60,60,48,50,62,47,557
Chocicza,POLREGIO Spółka Akcyjna,32,15,17,32,24,34,41,62,50,45,55,42,449
Chocicza ,,69,36,47,63,62,107,101,122,98,95,117,89,1006
Sulęcinek,Koleje Wielkopolskie Sp. z o.o.,35,20,33,35,34,68,63,60,51,46,63,48,556
Sulęcinek,POLREGIO Spółka Akcyjna,29,15,17,30,24,37,42,67,50,45,56,41,453
Sulęcinek ,,64,35,50,65,58,105,105,127,101,91,119,89,1009
Solec Wielkopolski,Koleje Wielkopolskie Sp. z o.o.,38,21,34,36,35,72,64,61,49,51,66,51,578
Solec Wielkopolski,POLREGIO Spółka Akcyjna,32,14,20,33,24,39,42,70,51,49,60,41,475
Solec Wielkopolski ,,70,35,54,69,59,111,106,131,100,100,126,92,1053
Oleśnica,CARGO Master Spółka z o.o.,,,1,,,,,,,,,,1
Oleśnica,Koleje Dolnośląskie S.A.,33,22,9,14,14,17,32,18,32,22,38,26,277
Oleśnica,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,2,,,,2
Oleśnica,POLREGIO Spółka Akcyjna,122,65,75,81,75,51,85,60,93,81,88,127,1003
Oleśnica ,,155,87,85,95,89,68,117,78,127,103,126,153,1283
Czerwionka,Koleje Śląskie Spółka z o.o.,95,62,59,79,78,85,169,170,114,112,163,73,1259
Czerwionka ,,95,62,59,79,78,85,169,170,114,112,163,73,1259
Klimontów,Koleje Małopolskie Sp. z o.o.,48,13,13,18,12,15,24,86,11,10,21,19,290
Klimontów,POLREGIO Spółka Akcyjna,137,60,71,61,57,90,104,143,100,93,131,93,1140
Klimontów ,,185,73,84,79,69,105,128,229,111,103,152,112,1430
Orzesze Jaśkowice,Koleje Śląskie Spółka z o.o.,100,65,67,82,76,90,152,161,132,116,174,76,1291
Orzesze Jaśkowice ,,100,65,67,82,76,90,152,161,132,116,174,76,1291
Czechowice-Dziedzice Południowe,Koleje Śląskie Spółka z o.o.,255,132,139,146,122,224,261,145,166,233,192,202,2217
Czechowice-Dziedzice Południowe ,,255,132,139,146,122,224,261,145,166,233,192,202,2217
Bielsko-Biała Komorowice,Koleje Śląskie Spółka z o.o.,255,132,141,145,127,229,262,144,168,234,184,198,2219
Bielsko-Biała Komorowice ,,255,132,141,145,127,229,262,144,168,234,184,198,2219
Czechowice-Dziedzice Przystanek,Koleje Śląskie Spółka z o.o.,263,133,143,152,128,225,272,155,175,247,196,205,2294
Czechowice-Dziedzice Przystanek ,,263,133,143,152,128,225,272,155,175,247,196,205,2294
Łapy,PKP INTERCITY Spółka Akcyjna ,125,69,116,57,84,94,119,99,79,75,81,66,1064
Łapy,POLREGIO Spółka Akcyjna,67,39,71,19,38,33,34,45,41,18,17,20,442
Łapy ,,192,108,187,76,122,127,153,144,120,93,98,86,1506
Wrocław Stadion,Koleje Dolnośląskie S.A.,219,108,91,87,127,75,110,67,190,161,228,128,1591
Wrocław Stadion,PKP INTERCITY Spółka Akcyjna ,,0,1,1,1,,,0,,,1,,4
Wrocław Stadion,POLREGIO Spółka Akcyjna,,,19,35,42,33,33,26,56,50,64,15,373
Wrocław Stadion ,,219,108,111,123,170,108,143,93,246,211,293,143,1968
Wrocław Kuźniki,CARGO Master Spółka z o.o.,,,1,0,,,,,,,,,1
Wrocław Kuźniki,Koleje Dolnośląskie S.A.,207,99,86,79,121,73,105,65,183,155,217,124,1514
Wrocław Kuźniki,LEO Express Global a.s.,,,0,,,,,,,,,,0
Wrocław Kuźniki,POLREGIO Spółka Akcyjna,,,17,34,43,31,31,22,55,49,64,15,361
Wrocław Kuźniki ,,207,99,104,113,164,104,136,87,238,204,281,139,1876
Wrocław Pracze,CARGO Master Spółka z o.o.,,,,0,,,,,,,,,0
Wrocław Pracze,Koleje Dolnośląskie S.A.,217,106,87,90,129,77,111,69,190,157,223,125,1581
Wrocław Pracze,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,1,,1
Wrocław Pracze,POLREGIO Spółka Akcyjna,,,19,35,42,33,36,26,58,49,63,15,376
Wrocław Pracze ,,217,106,106,125,171,110,147,95,248,206,287,140,1958
Czerna Mała,Koleje Dolnośląskie S.A.,220,115,105,102,134,88,120,70,179,159,239,137,1668
Czerna Mała,POLREGIO Spółka Akcyjna,,,21,41,43,41,40,29,69,50,68,15,417
Czerna Mała ,,220,115,126,143,177,129,160,99,248,209,307,152,2085
Brzezinka Średzka,Koleje Dolnośląskie S.A.,214,110,97,100,134,83,121,70,178,158,229,135,1629
Brzezinka Średzka,POLREGIO Spółka Akcyjna,,,22,38,44,39,39,29,68,48,65,14,406
Brzezinka Średzka ,,214,110,119,138,178,122,160,99,246,206,294,149,2035
Radom Północny,Koleje Mazowieckie - KM Spółka z o.o.,119,77,134,100,137,108,185,193,142,91,84,62,1432
Radom Północny ,,119,77,134,100,137,108,185,193,142,91,84,62,1432
Księginice,Koleje Dolnośląskie S.A.,223,115,101,105,133,86,121,71,182,158,241,134,1670
Księginice,POLREGIO Spółka Akcyjna,,,22,40,43,41,37,29,73,50,66,14,415
Księginice ,,223,115,123,145,176,127,158,100,255,208,307,148,2085
Łososiowice,Koleje Dolnośląskie S.A.,231,122,100,102,140,104,122,64,171,150,271,158,1735
Łososiowice,POLREGIO Spółka Akcyjna,,,24,44,44,50,45,35,78,47,73,16,456
Łososiowice ,,231,122,124,146,184,154,167,99,249,197,344,174,2191
Cieplewo,POLREGIO Spółka Akcyjna,154,82,75,79,99,159,232,276,129,130,147,148,1710
Cieplewo ,,154,82,75,79,99,159,232,276,129,130,147,148,1710
Lisewo,POLREGIO Spółka Akcyjna,142,72,72,68,77,109,226,227,117,103,110,145,1468
Lisewo ,,142,72,72,68,77,109,226,227,117,103,110,145,1468
Ostrołęka,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Ostrołęka,Koleje Mazowieckie - KM Spółka z o.o.,67,54,28,26,22,55,40,43,26,47,52,23,483
Ostrołęka,PKP INTERCITY Spółka Akcyjna ,,,0,,,,0,,,,,,0
Ostrołęka,POLREGIO Spółka Akcyjna,,,4,6,2,10,15,26,23,10,3,8,107
Ostrołęka ,,67,54,32,32,24,65,55,69,49,57,55,31,590
Malbork Kałdowo,POLREGIO Spółka Akcyjna,135,74,69,66,72,103,212,225,106,106,98,134,1400
Malbork Kałdowo ,,135,74,69,66,72,103,212,225,106,106,98,134,1400
Stogi Malborskie,POLREGIO Spółka Akcyjna,133,78,69,66,74,105,216,227,108,106,100,139,1421
Stogi Malborskie ,,133,78,69,66,74,105,216,227,108,106,100,139,1421
Boguchwała,POLREGIO Spółka Akcyjna,63,39,86,88,111,65,86,42,69,129,93,77,948
Boguchwała ,,63,39,86,88,111,65,86,42,69,129,93,77,948
Wodzisław Śląski,Koleje Śląskie Spółka z o.o.,89,51,44,49,46,66,97,87,88,115,113,64,909
Wodzisław Śląski,PKP INTERCITY Spółka Akcyjna ,160,121,103,113,126,131,143,149,89,129,156,143,1563
Wodzisław Śląski ,,249,172,147,162,172,197,240,236,177,244,269,207,2472
Runowo Pomorskie,PKP INTERCITY Spółka Akcyjna ,86,44,60,48,65,103,109,134,70,77,87,121,1004
Runowo Pomorskie,POLREGIO Spółka Akcyjna,75,32,84,38,51,65,76,68,73,75,63,82,782
Runowo Pomorskie ,,161,76,144,86,116,168,185,202,143,152,150,203,1786
Wrocław Zachodni,Koleje Dolnośląskie S.A.,164,82,76,92,78,73,116,87,145,171,172,159,1415
Wrocław Zachodni,POLREGIO Spółka Akcyjna,9,1,0,3,0,5,5,2,1,2,6,2,36
Wrocław Zachodni ,,173,83,76,95,78,78,121,89,146,173,178,161,1451
Jastrzębsko,Koleje Wielkopolskie Sp. z o.o.,85,33,44,38,53,58,54,87,63,51,61,102,729
Jastrzębsko,POLREGIO Spółka Akcyjna,74,47,78,51,63,86,47,86,84,77,80,71,844
Jastrzębsko ,,159,80,122,89,116,144,101,173,147,128,141,173,1573
Chrośnica,Koleje Wielkopolskie Sp. z o.o.,83,32,43,36,52,57,52,89,63,89,61,97,754
Chrośnica,POLREGIO Spółka Akcyjna,73,46,78,51,65,87,48,88,83,80,80,71,850
Chrośnica ,,156,78,121,87,117,144,100,177,146,169,141,168,1604
Sadowice Wrocławskie,Koleje Dolnośląskie S.A.,176,92,85,105,81,79,130,94,154,196,173,183,1548
Sadowice Wrocławskie,POLREGIO Spółka Akcyjna,9,1,0,3,0,5,5,2,1,2,6,2,36
Sadowice Wrocławskie ,,185,93,85,108,81,84,135,96,155,198,179,185,1584
Mokronos Górny,Koleje Dolnośląskie S.A.,168,86,78,106,78,76,119,90,148,178,176,165,1468
Mokronos Górny,POLREGIO Spółka Akcyjna,9,1,0,3,0,5,5,2,1,2,6,2,36
Mokronos Górny ,,177,87,78,109,78,81,124,92,149,180,182,167,1504
Rzeszów Centrum,POLREGIO Spółka Akcyjna,59,39,78,83,101,54,72,42,72,120,102,85,907
Rzeszów Centrum ,,59,39,78,83,101,54,72,42,72,120,102,85,907
Rzeszów Staroniwa,POLREGIO Spółka Akcyjna,60,35,72,80,97,54,71,40,69,115,92,81,866
Rzeszów Staroniwa ,,60,35,72,80,97,54,71,40,69,115,92,81,866
Rzeszów Zwięczyca,POLREGIO Spółka Akcyjna,66,43,89,94,115,63,83,42,79,135,104,91,1004
Rzeszów Zwięczyca ,,66,43,89,94,115,63,83,42,79,135,104,91,1004
Rzeszów Politechnika,POLREGIO Spółka Akcyjna,68,45,89,90,114,62,78,45,77,137,105,97,1007
Rzeszów Politechnika ,,68,45,89,90,114,62,78,45,77,137,105,97,1007
Rzeszów Osiedle,POLREGIO Spółka Akcyjna,68,44,92,93,114,64,80,44,78,135,103,91,1006
Rzeszów Osiedle ,,68,44,92,93,114,64,80,44,78,135,103,91,1006
Boguchwała Dolna,POLREGIO Spółka Akcyjna,68,42,91,99,116,66,85,41,80,139,105,89,1021
Boguchwała Dolna ,,68,42,91,99,116,66,85,41,80,139,105,89,1021
Zaborów,POLREGIO Spółka Akcyjna,84,40,95,90,138,62,88,40,77,132,98,65,1009
Zaborów ,,84,40,95,90,138,62,88,40,77,132,98,65,1009
Wisłoczanka,POLREGIO Spółka Akcyjna,95,48,98,103,126,67,89,49,96,157,112,89,1129
Wisłoczanka ,,95,48,98,103,126,67,89,49,96,157,112,89,1129
Czudec,POLREGIO Spółka Akcyjna,89,40,95,96,131,59,81,41,85,136,106,62,1021
Czudec ,,89,40,95,96,131,59,81,41,85,136,106,62,1021
Babica Kolonia,POLREGIO Spółka Akcyjna,98,43,104,104,140,64,90,49,87,153,114,74,1120
Babica Kolonia ,,98,43,104,104,140,64,90,49,87,153,114,74,1120
Babica,POLREGIO Spółka Akcyjna,89,39,94,90,117,62,82,40,82,135,103,72,1005
Babica ,,89,39,94,90,117,62,82,40,82,135,103,72,1005
Zaborów Błonia,POLREGIO Spółka Akcyjna,91,42,103,96,142,67,94,44,87,139,106,66,1077
Zaborów Błonia ,,91,42,103,96,142,67,94,44,87,139,106,66,1077
Żarnowa,POLREGIO Spółka Akcyjna,92,47,110,99,164,62,90,43,84,140,110,72,1113
Żarnowa ,,92,47,110,99,164,62,90,43,84,140,110,72,1113
Lubań Śląski,Koleje Dolnośląskie S.A.,128,44,45,45,89,64,123,81,153,270,230,127,1399
Lubań Śląski,POLREGIO Spółka Akcyjna,1,0,0,2,2,0,0,2,5,1,9,5,27
Lubań Śląski ,,129,44,45,47,91,64,123,83,158,271,239,132,1426
Jelenia Góra Zabobrze,Koleje Dolnośląskie S.A.,153,49,38,84,95,81,115,92,131,307,207,132,1484
Jelenia Góra Zabobrze,POLREGIO Spółka Akcyjna,20,6,6,11,2,6,5,4,10,25,16,16,127
Jelenia Góra Zabobrze ,,173,55,44,95,97,87,120,96,141,332,223,148,1611
Wałbrzych Szczawienko,Koleje Dolnośląskie S.A.,201,102,105,120,112,115,144,128,209,285,220,169,1910
Wałbrzych Szczawienko,POLREGIO Spółka Akcyjna,15,13,9,8,8,15,16,8,14,19,17,17,159
Wałbrzych Szczawienko ,,216,115,114,128,120,130,160,136,223,304,237,186,2069
Siechnice,CARGO Master Spółka z o.o.,,,0,0,,,,,,,,,0
Siechnice,Koleje Dolnośląskie S.A.,82,47,34,39,45,66,90,55,71,59,71,73,732
Siechnice,POLREGIO Spółka Akcyjna,9,6,8,11,2,12,18,11,18,12,9,6,122
Siechnice ,,91,53,42,50,47,78,108,66,89,71,80,79,854
Czernica Wrocławska,Koleje Dolnośląskie S.A.,76,47,31,33,38,63,87,53,61,48,69,67,673
Czernica Wrocławska,POLREGIO Spółka Akcyjna,9,5,7,13,6,12,20,10,21,13,9,5,130
Czernica Wrocławska ,,85,52,38,46,44,75,107,63,82,61,78,72,803
Zakrzów Kotowice,Koleje Dolnośląskie S.A.,90,56,38,45,46,67,94,59,81,61,75,75,787
Zakrzów Kotowice,POLREGIO Spółka Akcyjna,8,5,11,13,6,14,20,13,22,13,14,7,146
Zakrzów Kotowice ,,98,61,49,58,52,81,114,72,103,74,89,82,933
Mirków,Koleje Dolnośląskie S.A.,32,18,11,17,16,18,35,21,34,24,35,27,288
Mirków,POLREGIO Spółka Akcyjna,127,55,74,80,66,44,89,56,91,74,81,118,955
Mirków ,,159,73,85,97,82,62,124,77,125,98,116,145,1243
Chełm Miasto,PKP INTERCITY Spółka Akcyjna ,32,18,20,14,19,20,5,,9,38,34,38,247
Chełm Miasto,POLREGIO Spółka Akcyjna,51,23,29,28,22,42,84,81,78,36,51,79,604
Chełm Miasto ,,83,41,49,42,41,62,89,81,87,74,85,117,851
Łódź Stoki,Łódzka Kolej Aglomeracyjna Sp. z o.o.,14,5,5,8,6,0,5,4,4,16,14,9,90
Łódź Stoki ,,14,5,5,8,6,0,5,4,4,16,14,9,90
Łódź Marysin,Łódzka Kolej Aglomeracyjna Sp. z o.o.,13,5,5,8,5,0,6,3,4,16,12,8,85
Łódź Marysin ,,13,5,5,8,5,0,6,3,4,16,12,8,85
Czerwonak,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Czerwonak,Koleje Wielkopolskie Sp. z o.o.,51,33,37,26,35,86,74,34,45,46,41,39,547
Czerwonak,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,0,,0
Czerwonak ,,51,33,37,26,35,86,74,34,45,46,41,39,547
Murowana Goślina,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Murowana Goślina,Koleje Wielkopolskie Sp. z o.o.,64,31,45,21,39,77,70,34,52,51,54,44,582
Murowana Goślina,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,1,,1
Murowana Goślina ,,64,31,45,21,39,77,70,34,52,51,55,44,583
Łódź Warszawska,Łódzka Kolej Aglomeracyjna Sp. z o.o.,11,5,5,8,4,0,7,4,5,19,16,10,94
Łódź Warszawska ,,11,5,5,8,4,0,7,4,5,19,16,10,94
Łódź Arturówek,Łódzka Kolej Aglomeracyjna Sp. z o.o.,11,4,5,7,4,0,7,4,5,20,16,10,93
Łódź Arturówek ,,11,4,5,7,4,0,7,4,5,20,16,10,93
Łódź Radogoszcz Wschód,Łódzka Kolej Aglomeracyjna Sp. z o.o.,13,4,5,7,4,1,7,3,5,20,15,10,94
Łódź Radogoszcz Wschód ,,13,4,5,7,4,1,7,3,5,20,15,10,94
Bolechowo,Koleje Wielkopolskie Sp. z o.o.,54,30,44,19,41,86,74,36,50,47,46,44,571
Bolechowo ,,54,30,44,19,41,86,74,36,50,47,46,44,571
Czerwonak Osiedle,Koleje Wielkopolskie Sp. z o.o.,54,35,42,25,42,89,77,37,50,51,51,45,598
Czerwonak Osiedle ,,54,35,42,25,42,89,77,37,50,51,51,45,598
Owińska,Koleje Wielkopolskie Sp. z o.o.,54,34,42,25,41,90,76,37,50,49,50,44,592
Owińska ,,54,34,42,25,41,90,76,37,50,49,50,44,592
Złotniki,CARGO Master Spółka z o.o.,,,,,1,,,,,,,,1
Złotniki,Koleje Wielkopolskie Sp. z o.o.,72,26,85,13,32,46,41,45,35,24,24,48,491
Złotniki,PKP INTERCITY Spółka Akcyjna ,,1,,,,,,,,,4,,5
Złotniki,POLREGIO Spółka Akcyjna,70,39,51,23,35,56,57,50,53,58,56,70,618
Złotniki,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,1,1
Złotniki ,,142,66,136,36,68,102,98,95,88,82,84,119,1116
Mikołów Jamna,Koleje Śląskie Spółka z o.o.,86,56,57,82,71,84,125,130,131,99,163,82,1166
Mikołów Jamna ,,86,56,57,82,71,84,125,130,131,99,163,82,1166
Oborniki Wielkopolskie,Koleje Wielkopolskie Sp. z o.o.,80,31,115,19,30,64,64,55,43,36,30,55,622
Oborniki Wielkopolskie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,0,,0
Oborniki Wielkopolskie,POLREGIO Spółka Akcyjna,73,41,53,27,35,57,61,62,47,51,54,72,633
Oborniki Wielkopolskie ,,153,72,168,46,65,121,125,117,90,87,84,127,1255
Łaziska Górne Brada,Koleje Śląskie Spółka z o.o.,92,55,55,83,76,83,134,130,133,107,170,84,1202
Łaziska Górne Brada ,,92,55,55,83,76,83,134,130,133,107,170,84,1202
Poznań Podolany,CARGO Master Spółka z o.o.,,,,,2,,,,,,,,2
Poznań Podolany,Koleje Wielkopolskie Sp. z o.o.,60,25,76,14,36,48,43,48,36,26,27,52,491
Poznań Podolany,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,1,,1
Poznań Podolany,POLREGIO Spółka Akcyjna,63,31,44,25,30,59,62,54,60,71,63,69,631
Poznań Podolany,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,0,0
Poznań Podolany ,,123,56,120,39,68,107,105,102,96,97,91,121,1125
Poznań Strzeszyn,CARGO Master Spółka z o.o.,,,,,1,,,,,,,,1
Poznań Strzeszyn,Koleje Wielkopolskie Sp. z o.o.,60,25,78,14,36,47,42,48,36,25,26,52,489
Poznań Strzeszyn,PKP INTERCITY Spółka Akcyjna ,,1,,,,,,,,,,,1
Poznań Strzeszyn,POLREGIO Spółka Akcyjna,64,32,43,25,31,59,63,54,60,70,62,69,632
Poznań Strzeszyn ,,124,58,121,39,68,106,105,102,96,95,88,121,1123
Wargowo,Koleje Wielkopolskie Sp. z o.o.,80,30,92,17,26,51,48,52,39,26,31,46,538
Wargowo,POLREGIO Spółka Akcyjna,73,42,56,27,34,57,57,52,54,55,51,67,625
Wargowo ,,153,72,148,44,60,108,105,104,93,81,82,113,1163
Bogdanowo,Koleje Wielkopolskie Sp. z o.o.,79,32,127,19,33,53,57,55,47,37,31,53,623
Bogdanowo,POLREGIO Spółka Akcyjna,75,42,57,28,36,61,61,58,59,62,58,72,669
Bogdanowo ,,154,74,184,47,69,114,118,113,106,99,89,125,1292
Golęczewo,Koleje Wielkopolskie Sp. z o.o.,78,23,91,16,31,52,53,50,42,27,31,56,550
Golęczewo,POLREGIO Spółka Akcyjna,73,42,56,28,37,61,61,51,57,62,61,75,664
Golęczewo ,,151,65,147,44,68,113,114,101,99,89,92,131,1214
Złotniki Grzybowe,Koleje Wielkopolskie Sp. z o.o.,70,25,82,17,32,48,45,46,37,27,27,53,509
Złotniki Grzybowe,POLREGIO Spółka Akcyjna,67,33,49,27,35,59,63,53,58,71,63,71,649
Złotniki Grzybowe ,,137,58,131,44,67,107,108,99,95,98,90,124,1158
Złotkowo,Koleje Wielkopolskie Sp. z o.o.,77,26,89,16,32,51,52,47,40,27,31,54,542
Złotkowo,POLREGIO Spółka Akcyjna,73,42,56,27,37,61,61,51,57,62,61,75,663
Złotkowo ,,150,68,145,43,69,112,113,98,97,89,92,129,1205
Chludowo,Koleje Wielkopolskie Sp. z o.o.,76,24,91,16,29,54,51,52,43,27,31,56,550
Chludowo,POLREGIO Spółka Akcyjna,72,42,56,27,37,61,60,52,57,62,61,74,661
Chludowo ,,148,66,147,43,66,115,111,104,100,89,92,130,1211
Żary,CARGO Master Spółka z o.o.,,,0,,,,,,,,,,0
Żary,Koleje Dolnośląskie S.A.,39,20,17,21,28,22,36,19,71,58,55,51,437
Żary,PKP INTERCITY Spółka Akcyjna ,13,2,7,7,6,7,6,5,11,6,8,21,99
Żary,POLREGIO Spółka Akcyjna,77,42,46,54,42,52,74,110,251,229,171,188,1336
Żary ,,129,64,70,82,76,81,116,134,333,293,234,260,1872
Borowa Oleśnicka,Koleje Dolnośląskie S.A.,33,18,12,17,15,17,36,20,33,22,35,26,284
Borowa Oleśnicka,POLREGIO Spółka Akcyjna,123,60,65,72,71,44,88,54,91,74,76,112,930
Borowa Oleśnicka ,,156,78,77,89,86,61,124,74,124,96,111,138,1214
Brzeźnica,Koleje Małopolskie Sp. z o.o.,70,32,46,60,45,53,62,80,83,39,35,44,649
Brzeźnica,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,,,0
Brzeźnica ,,70,32,46,60,45,53,62,80,83,39,35,44,649
Cierpice Kąkol,POLREGIO Spółka Akcyjna,110,60,61,48,57,73,106,137,93,108,144,76,1073
Cierpice Kąkol ,,110,60,61,48,57,73,106,137,93,108,144,76,1073
Zator Park Rozrywki,Koleje Małopolskie Sp. z o.o.,82,32,61,68,45,53,72,88,95,37,39,38,710
Zator Park Rozrywki,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,0,0
Zator Park Rozrywki ,,82,32,61,68,45,53,72,88,95,37,39,38,710
Jaśkowice,Koleje Małopolskie Sp. z o.o.,120,43,58,61,55,66,84,102,108,38,38,47,820
Jaśkowice ,,120,43,58,61,55,66,84,102,108,38,38,47,820
Zelczyna,Koleje Małopolskie Sp. z o.o.,114,41,58,62,53,63,83,105,104,44,37,44,808
Zelczyna ,,114,41,58,62,53,63,83,105,104,44,37,44,808
Wielkie Drogi,Koleje Małopolskie Sp. z o.o.,117,43,58,63,55,66,84,103,108,41,39,46,823
Wielkie Drogi ,,117,43,58,63,55,66,84,103,108,41,39,46,823
Skawina Zachodnia,Koleje Małopolskie Sp. z o.o.,107,32,58,58,51,51,69,94,70,38,36,41,705
Skawina Zachodnia ,,107,32,58,58,51,51,69,94,70,38,36,41,705
Podbory Skawińskie,Koleje Małopolskie Sp. z o.o.,106,32,56,58,49,51,68,90,72,37,35,39,693
Podbory Skawińskie ,,106,32,56,58,49,51,68,90,72,37,35,39,693
Goczałkowice-Zdrój,Koleje Śląskie Spółka z o.o.,295,141,155,196,142,265,281,171,209,321,273,330,2779
Goczałkowice-Zdrój ,,295,141,155,196,142,265,281,171,209,321,273,330,2779
Dwory,Koleje Małopolskie Sp. z o.o.,78,30,49,66,36,47,66,81,75,33,38,35,634
Dwory ,,78,30,49,66,36,47,66,81,75,33,38,35,634
Przeciszów,Koleje Małopolskie Sp. z o.o.,78,34,58,63,38,54,73,86,85,35,37,35,676
Przeciszów ,,78,34,58,63,38,54,73,86,85,35,37,35,676
Włosienica,Koleje Małopolskie Sp. z o.o.,80,35,58,73,38,55,76,86,84,44,39,38,706
Włosienica ,,80,35,58,73,38,55,76,86,84,44,39,38,706
Spytkowice,Koleje Małopolskie Sp. z o.o.,77,29,55,67,41,51,66,88,80,37,36,38,665
Spytkowice,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,,,0
Spytkowice ,,77,29,55,67,41,51,66,88,80,37,36,38,665
Czerwionka Dębieńsko,Koleje Śląskie Spółka z o.o.,105,68,64,83,87,100,184,184,120,114,173,75,1357
Czerwionka Dębieńsko ,,105,68,64,83,87,100,184,184,120,114,173,75,1357
Zator,Koleje Małopolskie Sp. z o.o.,80,30,61,70,44,52,71,88,92,38,38,40,704
Zator ,,80,30,61,70,44,52,71,88,92,38,38,40,704
Spytkowice Kępki,Koleje Małopolskie Sp. z o.o.,81,36,57,74,53,53,67,93,83,45,39,42,723
Spytkowice Kępki ,,81,36,57,74,53,53,67,93,83,45,39,42,723
Ryczów,Koleje Małopolskie Sp. z o.o.,78,37,54,70,56,54,67,96,83,46,39,44,724
Ryczów ,,78,37,54,70,56,54,67,96,83,46,39,44,724
Półwieś,Koleje Małopolskie Sp. z o.o.,72,40,54,68,62,55,65,91,79,44,36,45,711
Półwieś ,,72,40,54,68,62,55,65,91,79,44,36,45,711
Dzierżoniów Śląski,Koleje Dolnośląskie S.A.,217,86,106,104,117,119,178,173,164,203,216,135,1818
Dzierżoniów Śląski,PKP INTERCITY Spółka Akcyjna ,33,9,8,5,12,12,17,13,16,33,28,17,203
