 z Liczba opóźn. pociągów > 5 minut,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Liczba opóźn. pociągów > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Cierpigórz,POLREGIO Spółka Akcyjna,13,2,2,7,12,10,10,18,7,20,24,14,139
Cierpigórz ,,42,18,16,16,51,54,58,65,35,64,81,49,549
Roztoki Bystrzyckie,Koleje Dolnośląskie S.A.,63,25,51,35,39,54,101,100,,,,114,582
Roztoki Bystrzyckie ,,63,25,51,35,39,54,101,100,,,,114,582
Kamienna Góra,Koleje Dolnośląskie S.A.,21,8,6,10,9,6,12,9,44,27,22,18,192
Kamienna Góra ,,21,8,6,10,9,6,12,9,44,27,22,18,192
Kralovec,Koleje Dolnośląskie S.A.,17,7,4,7,8,3,10,5,37,18,15,14,145
Kralovec,LEO Express Global a.s.,,,0,,,,,,,,,,0
Kralovec ,,17,7,4,7,8,3,10,5,37,18,15,14,145
Lubawka,Koleje Dolnośląskie S.A.,20,8,6,9,10,6,11,9,47,26,22,18,192
Lubawka ,,20,8,6,9,10,6,11,9,47,26,22,18,192
Błażkowa,Koleje Dolnośląskie S.A.,23,8,6,8,10,6,11,9,47,26,22,18,194
Błażkowa ,,23,8,6,8,10,6,11,9,47,26,22,18,194
Wojaszówka,POLREGIO Spółka Akcyjna,37,15,55,50,60,33,32,27,46,52,64,41,512
Wojaszówka ,,37,15,55,50,60,33,32,27,46,52,64,41,512
Wiśniowa,POLREGIO Spółka Akcyjna,42,17,48,50,54,26,31,19,43,62,59,41,492
Wiśniowa ,,42,17,48,50,54,26,31,19,43,62,59,41,492
Strzyżów Zachodni,POLREGIO Spółka Akcyjna,57,20,56,55,68,22,33,17,46,62,58,41,535
Strzyżów Zachodni ,,57,20,56,55,68,22,33,17,46,62,58,41,535
Szebnie,POLREGIO Spółka Akcyjna,38,14,54,49,60,34,31,27,45,52,61,39,504
Szebnie ,,38,14,54,49,60,34,31,27,45,52,61,39,504
Przybówka,POLREGIO Spółka Akcyjna,36,17,47,42,51,26,27,26,39,49,54,36,450
Przybówka ,,36,17,47,42,51,26,27,26,39,49,54,36,450
Markuszowa,POLREGIO Spółka Akcyjna,39,19,53,47,54,24,32,19,44,60,58,41,490
Markuszowa ,,39,19,53,47,54,24,32,19,44,60,58,41,490
Kalembina,POLREGIO Spółka Akcyjna,42,18,55,51,58,26,32,22,43,65,60,41,513
Kalembina ,,42,18,55,51,58,26,32,22,43,65,60,41,513
Jasło Fabryczne,POLREGIO Spółka Akcyjna,38,14,50,47,60,29,27,22,42,50,59,38,476
Jasło Fabryczne ,,38,14,50,47,60,29,27,22,42,50,59,38,476
Frysztak,POLREGIO Spółka Akcyjna,37,16,48,45,50,25,27,16,40,53,51,34,442
Frysztak ,,37,16,48,45,50,25,27,16,40,53,51,34,442
Dobrzechów,POLREGIO Spółka Akcyjna,41,16,47,46,53,20,32,16,43,57,55,37,463
Dobrzechów ,,41,16,47,46,53,20,32,16,43,57,55,37,463
Nowa Ruda,CARGO Master Spółka z o.o.,,,,1,,,,,,,,,1
Nowa Ruda,Koleje Dolnośląskie S.A.,65,38,62,70,72,51,90,67,111,164,102,78,970
Nowa Ruda,PKP INTERCITY Spółka Akcyjna ,12,11,13,12,11,6,31,5,10,29,28,33,201
Nowa Ruda ,,77,49,75,83,83,57,121,72,121,193,130,111,1172
Barwałd Średni,POLREGIO Spółka Akcyjna,141,80,40,38,55,32,48,45,37,46,46,69,677
Barwałd Średni ,,141,80,40,38,55,32,48,45,37,46,46,69,677
Skwierzyna,PKP INTERCITY Spółka Akcyjna ,11,5,17,23,20,14,23,28,20,14,16,26,217
Skwierzyna,POLREGIO Spółka Akcyjna,58,37,51,48,46,36,84,78,72,93,78,91,772
Skwierzyna ,,69,42,68,71,66,50,107,106,92,107,94,117,989
Barwałd Górny,POLREGIO Spółka Akcyjna,132,78,35,30,49,33,53,48,39,48,49,75,669
Barwałd Górny ,,132,78,35,30,49,33,53,48,39,48,49,75,669
Kalwaria Zebrzydowska,POLREGIO Spółka Akcyjna,134,80,38,34,48,34,52,58,43,56,50,78,705
Kalwaria Zebrzydowska ,,134,80,38,34,48,34,52,58,43,56,50,78,705
Międzyrzecz,PKP INTERCITY Spółka Akcyjna ,12,4,19,23,20,19,25,28,21,15,17,27,230
Międzyrzecz,POLREGIO Spółka Akcyjna,57,39,45,48,41,37,87,78,69,84,85,95,765
Międzyrzecz ,,69,43,64,71,61,56,112,106,90,99,102,122,995
Rąbino,POLREGIO Spółka Akcyjna,74,17,39,26,43,43,57,60,44,51,46,72,572
Rąbino ,,74,17,39,26,43,43,57,60,44,51,46,72,572
Złotów,Koleje Wielkopolskie Sp. z o.o.,,,,,,,0,,,,,,0
Złotów,PKP INTERCITY Spółka Akcyjna ,12,3,5,6,4,13,7,6,4,6,8,12,86
Złotów,POLREGIO Spółka Akcyjna,30,18,26,47,36,36,49,36,23,35,42,40,418
Złotów ,,42,21,31,53,40,49,56,42,27,41,50,52,504
Krajenka,Koleje Wielkopolskie Sp. z o.o.,,,,,,,0,,,,,,0
Krajenka,PKP INTERCITY Spółka Akcyjna ,10,3,6,6,3,13,7,5,4,6,8,12,83
Krajenka,POLREGIO Spółka Akcyjna,30,21,26,45,38,37,53,37,25,36,43,41,432
Krajenka ,,40,24,32,51,41,50,60,42,29,42,51,53,515
Susk,Koleje Mazowieckie - KM Spółka z o.o.,50,13,5,50,31,39,50,47,26,19,,12,342
Susk ,,50,13,5,50,31,39,50,47,26,19,,12,342
Proboszczewice Płockie,Koleje Mazowieckie - KM Spółka z o.o.,52,13,6,53,35,38,49,47,28,20,,12,353
Proboszczewice Płockie ,,52,13,6,53,35,38,49,47,28,20,,12,353
Gozdowo,Koleje Mazowieckie - KM Spółka z o.o.,50,13,6,52,31,38,49,47,26,20,,11,343
Gozdowo ,,50,13,6,52,31,38,49,47,26,20,,11,343
Płock Trzepowo,Koleje Mazowieckie - KM Spółka z o.o.,43,13,7,60,41,35,46,40,23,17,,9,334
Płock Trzepowo ,,43,13,7,60,41,35,46,40,23,17,,9,334
Miastko,CARGO Master Spółka z o.o.,,,,,1,,,,,,,,1
Miastko,POLREGIO Spółka Akcyjna,32,11,10,38,25,36,52,81,26,14,18,39,382
Miastko ,,32,11,10,38,26,36,52,81,26,14,18,39,383
Szczecin Dunikowo,POLREGIO Spółka Akcyjna,,,,,,11,55,71,79,91,74,111,492
Szczecin Dunikowo ,,,,,,,11,55,71,79,91,74,111,492
Klecza Górna,POLREGIO Spółka Akcyjna,169,109,43,35,60,33,49,47,37,23,9,71,685
Klecza Górna ,,169,109,43,35,60,33,49,47,37,23,9,71,685
Klecza Dolna,POLREGIO Spółka Akcyjna,168,111,41,35,59,32,49,47,38,22,8,71,681
Klecza Dolna ,,168,111,41,35,59,32,49,47,38,22,8,71,681
Boleszkowice,PKP INTERCITY Spółka Akcyjna ,,1,,,0,,,,,,,,1
Boleszkowice,POLREGIO Spółka Akcyjna,37,27,33,25,46,37,28,18,24,43,42,31,391
Boleszkowice ,,37,28,33,25,46,37,28,18,24,43,42,31,392
Jagodzin,POLREGIO Spółka Akcyjna,55,26,26,29,25,38,50,82,156,123,132,108,850
Jagodzin ,,55,26,26,29,25,38,50,82,156,123,132,108,850
Witnica Chojeńska,POLREGIO Spółka Akcyjna,34,28,32,26,47,37,27,21,26,36,37,29,380
Witnica Chojeńska ,,34,28,32,26,47,37,27,21,26,36,37,29,380
Godków,POLREGIO Spółka Akcyjna,33,28,32,26,47,37,28,21,24,34,40,31,381
Godków ,,33,28,32,26,47,37,28,21,24,34,40,31,381
Jawiszowice Jaźnik,POLREGIO Spółka Akcyjna,44,40,20,17,23,19,21,23,13,31,25,43,319
Jawiszowice Jaźnik ,,44,40,20,17,23,19,21,23,13,31,25,43,319
Bielin,POLREGIO Spółka Akcyjna,36,29,32,26,47,36,28,19,28,38,37,30,386
Bielin ,,36,29,32,26,47,36,28,19,28,38,37,30,386
Brzeszcze Jawiszowice,POLREGIO Spółka Akcyjna,39,41,19,17,22,16,18,22,13,29,25,42,303
Brzeszcze Jawiszowice ,,39,41,19,17,22,16,18,22,13,29,25,42,303
Brzeszcze,POLREGIO Spółka Akcyjna,34,28,12,13,19,19,19,23,13,32,25,49,286
Brzeszcze ,,34,28,12,13,19,19,19,23,13,32,25,49,286
Namyślin,POLREGIO Spółka Akcyjna,36,28,34,24,46,37,27,18,25,43,42,32,392
Namyślin ,,36,28,34,24,46,37,27,18,25,43,42,32,392
Kaniów,POLREGIO Spółka Akcyjna,40,37,20,17,23,24,21,29,13,30,26,44,324
Kaniów ,,40,37,20,17,23,24,21,29,13,30,26,44,324
Dankowice,POLREGIO Spółka Akcyjna,41,38,20,18,21,20,21,27,13,31,25,43,318
Dankowice ,,41,38,20,18,21,20,21,27,13,31,25,43,318
Biadki,Koleje Wielkopolskie Sp. z o.o.,18,17,15,7,17,27,13,13,39,15,32,22,235
Biadki ,,18,17,15,7,17,27,13,13,39,15,32,22,235
Ostrów Wielkopolski Gorzyce,Koleje Wielkopolskie Sp. z o.o.,19,16,15,9,17,30,11,12,38,17,30,23,237
Ostrów Wielkopolski Gorzyce ,,19,16,15,9,17,30,11,12,38,17,30,23,237
Łąkociny,Koleje Wielkopolskie Sp. z o.o.,20,17,15,6,18,32,12,13,39,15,31,22,240
Łąkociny ,,20,17,15,6,18,32,12,13,39,15,31,22,240
Gorzupia,Koleje Wielkopolskie Sp. z o.o.,18,18,16,7,20,29,12,14,37,15,33,23,242
Gorzupia ,,18,18,16,7,20,29,12,14,37,15,33,23,242
Daniszyn,Koleje Wielkopolskie Sp. z o.o.,20,17,15,7,18,31,12,13,39,15,31,22,240
Daniszyn ,,20,17,15,7,18,31,12,13,39,15,31,22,240
Kalisz Pomorski,PKP INTERCITY Spółka Akcyjna ,16,5,10,5,7,12,12,12,31,27,27,23,187
Kalisz Pomorski,POLREGIO Spółka Akcyjna,42,22,39,19,25,46,29,35,107,133,105,111,713
Kalisz Pomorski ,,58,27,49,24,32,58,41,47,138,160,132,134,900
Recz Pomorski,PKP INTERCITY Spółka Akcyjna ,16,6,10,7,8,15,11,15,27,27,27,21,190
Recz Pomorski,POLREGIO Spółka Akcyjna,47,21,53,18,29,43,32,34,88,111,85,95,656
Recz Pomorski ,,63,27,63,25,37,58,43,49,115,138,112,116,846
Lutoryż,POLREGIO Spółka Akcyjna,,,,,,,,,83,149,109,81,422
Lutoryż ,,,,,,,,,,83,149,109,81,422
Mońki,PKP INTERCITY Spółka Akcyjna ,42,15,19,7,29,20,34,22,22,23,29,28,290
Mońki,POLREGIO Spółka Akcyjna,46,9,10,9,20,9,23,23,16,18,19,10,212
Mońki ,,88,24,29,16,49,29,57,45,38,41,48,38,502
Osowiec,PKP INTERCITY Spółka Akcyjna ,42,18,20,7,31,19,35,23,24,23,32,27,301
Osowiec,POLREGIO Spółka Akcyjna,46,10,12,4,18,9,22,23,11,18,18,10,201
Osowiec ,,88,28,32,11,49,28,57,46,35,41,50,37,502
Grajewo,PKP INTERCITY Spółka Akcyjna ,41,16,19,7,28,19,33,21,18,20,26,25,273
Grajewo,POLREGIO Spółka Akcyjna,42,8,10,3,18,6,17,18,8,16,15,9,170
Grajewo ,,83,24,29,10,46,25,50,39,26,36,41,34,443
Żegiestów,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,1,,1
Żegiestów,POLREGIO Spółka Akcyjna,42,14,21,9,19,36,50,34,37,23,15,17,317
Żegiestów ,,42,14,21,9,19,36,50,34,37,23,16,17,318
Milik,POLREGIO Spółka Akcyjna,33,11,14,7,11,33,38,27,31,14,8,10,237
Milik ,,33,11,14,7,11,33,38,27,31,14,8,10,237
Andrzejówka,POLREGIO Spółka Akcyjna,38,12,17,8,10,33,39,27,32,16,12,10,254
Andrzejówka ,,38,12,17,8,10,33,39,27,32,16,12,10,254
Zubrzyk,POLREGIO Spółka Akcyjna,40,15,22,11,28,36,50,36,37,23,15,15,328
Zubrzyk ,,40,15,22,11,28,36,50,36,37,23,15,15,328
Zwierzyn,PKP INTERCITY Spółka Akcyjna ,,,,,,,22,26,12,12,16,14,102
Zwierzyn,POLREGIO Spółka Akcyjna,,,,,,,102,75,87,104,146,131,645
Zwierzyn ,,,,,,,,124,101,99,116,162,145,747
Worowo,POLREGIO Spółka Akcyjna,50,13,43,23,39,40,50,59,41,43,29,68,498
Worowo ,,50,13,43,23,39,40,50,59,41,43,29,68,498
Czaplinek,POLREGIO Spółka Akcyjna,35,17,36,18,18,28,39,38,16,28,27,29,329
Czaplinek ,,35,17,36,18,18,28,39,38,16,28,27,29,329
Rutkowice,POLREGIO Spółka Akcyjna,28,23,18,20,25,18,43,41,41,38,41,29,365
Rutkowice ,,28,23,18,20,25,18,43,41,41,38,41,29,365
Ostrowy,POLREGIO Spółka Akcyjna,27,19,19,23,27,17,41,42,42,38,39,30,364
Ostrowy ,,27,19,19,23,27,17,41,42,42,38,39,30,364
Piechowice Dolne,Koleje Dolnośląskie S.A.,61,20,12,31,39,25,45,32,40,106,61,48,520
Piechowice Dolne ,,61,20,12,31,39,25,45,32,40,106,61,48,520
Jelenia Góra Przemysłowa,Koleje Dolnośląskie S.A.,60,22,11,33,40,23,42,33,42,105,61,51,523
Jelenia Góra Przemysłowa ,,60,22,11,33,40,23,42,33,42,105,61,51,523
Jelenia Góra Zachodnia,Koleje Dolnośląskie S.A.,59,20,11,33,38,22,40,32,41,106,62,49,513
Jelenia Góra Zachodnia ,,59,20,11,33,38,22,40,32,41,106,62,49,513
Jelenia Góra Orle,Koleje Dolnośląskie S.A.,60,22,11,30,38,26,43,33,42,105,62,49,521
Jelenia Góra Orle ,,60,22,11,30,38,26,43,33,42,105,62,49,521
Tymień,POLREGIO Spółka Akcyjna,52,20,22,24,40,66,84,84,25,22,43,58,540
Tymień ,,52,20,22,24,40,66,84,84,25,22,43,58,540
Słowienkowo,POLREGIO Spółka Akcyjna,54,18,23,25,40,68,81,80,22,21,42,59,533
Słowienkowo ,,54,18,23,25,40,68,81,80,22,21,42,59,533
Miłogoszcz,POLREGIO Spółka Akcyjna,52,19,22,24,39,66,82,82,25,21,42,58,532
Miłogoszcz ,,52,19,22,24,39,66,82,82,25,21,42,58,532
Będzino,POLREGIO Spółka Akcyjna,54,18,23,24,40,67,80,80,22,20,40,59,527
Będzino ,,54,18,23,24,40,67,80,80,22,20,40,59,527
Lubanice,POLREGIO Spółka Akcyjna,44,25,31,33,21,42,47,101,205,123,,58,730
Lubanice ,,44,25,31,33,21,42,47,101,205,123,,58,730
Skibno,POLREGIO Spółka Akcyjna,65,20,25,33,43,63,72,83,34,44,52,48,582
Skibno ,,65,20,25,33,43,63,72,83,34,44,52,48,582
Karwice,POLREGIO Spółka Akcyjna,69,31,26,36,43,79,89,106,30,37,51,49,646
Karwice ,,69,31,26,36,43,79,89,106,30,37,51,49,646
Wiekowo,POLREGIO Spółka Akcyjna,67,20,25,37,43,73,76,96,36,42,57,54,626
Wiekowo ,,67,20,25,37,43,73,76,96,36,42,57,54,626
Krynica-Zdrój,Koleje Małopolskie Sp. z o.o.,,,,,,0,1,1,,,,,2
Krynica-Zdrój,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,0,,0
Krynica-Zdrój,PKP INTERCITY Spółka Akcyjna ,17,3,8,1,11,8,17,11,15,6,6,12,115
Krynica-Zdrój,POLREGIO Spółka Akcyjna,19,5,10,4,7,17,19,13,16,6,4,4,124
Krynica-Zdrój ,,36,8,18,5,18,25,37,25,31,12,10,16,241
Muszyna Zdrój,Koleje Małopolskie Sp. z o.o.,,,,,,0,1,1,,,,,2
Muszyna Zdrój,PKP INTERCITY Spółka Akcyjna ,18,3,7,1,11,9,17,13,15,7,6,13,120
Muszyna Zdrój,POLREGIO Spółka Akcyjna,19,5,10,5,8,20,23,14,18,7,4,7,140
Muszyna Zdrój ,,37,8,17,6,19,29,41,28,33,14,10,20,262
Strzelce Krajeńskie Wschód,PKP INTERCITY Spółka Akcyjna ,21,6,13,12,14,28,,,,,,,94
Strzelce Krajeńskie Wschód,POLREGIO Spółka Akcyjna,192,117,122,130,114,91,,,,,,,766
Strzelce Krajeńskie Wschód ,,213,123,135,142,128,119,,,,,,,860
Górzyniec,Koleje Dolnośląskie S.A.,57,19,10,29,38,25,40,27,34,101,52,50,482
Górzyniec ,,57,19,10,29,38,25,40,27,34,101,52,50,482
Czarnowęsy Pomorskie,POLREGIO Spółka Akcyjna,72,17,36,29,44,43,62,65,43,45,36,66,558
Czarnowęsy Pomorskie ,,72,17,36,29,44,43,62,65,43,45,36,66,558
Drawsko Pomorskie,POLREGIO Spółka Akcyjna,38,21,40,19,20,34,35,23,23,33,29,29,344
Drawsko Pomorskie ,,38,21,40,19,20,34,35,23,23,33,29,29,344
Węgorzyno,POLREGIO Spółka Akcyjna,34,20,39,18,21,35,36,23,24,33,28,29,340
Węgorzyno ,,34,20,39,18,21,35,36,23,24,33,28,29,340
Złocieniec,POLREGIO Spółka Akcyjna,36,20,39,18,18,30,33,19,20,31,26,29,319
Złocieniec ,,36,20,39,18,18,30,33,19,20,31,26,29,319
Wołowno,POLREGIO Spółka Akcyjna,46,15,22,7,19,24,25,27,19,35,36,16,291
Wołowno ,,46,15,22,7,19,24,25,27,19,35,36,16,291
Jonkowo,POLREGIO Spółka Akcyjna,47,15,22,8,20,24,26,28,19,36,36,14,295
Jonkowo ,,47,15,22,8,20,24,26,28,19,36,36,14,295
Godki,POLREGIO Spółka Akcyjna,46,15,22,8,19,24,26,27,19,35,36,14,291
Godki ,,46,15,22,8,19,24,26,27,19,35,36,14,291
Gamerki Wielkie,POLREGIO Spółka Akcyjna,40,14,22,7,23,25,24,27,18,37,38,14,289
Gamerki Wielkie ,,40,14,22,7,23,25,24,27,18,37,38,14,289
Żabi Róg,POLREGIO Spółka Akcyjna,44,15,22,7,23,22,24,19,14,40,44,16,290
Żabi Róg ,,44,15,22,7,23,22,24,19,14,40,44,16,290
Morąg Kolonia,POLREGIO Spółka Akcyjna,46,16,20,7,24,24,24,22,12,43,48,18,304
Morąg Kolonia ,,46,16,20,7,24,24,24,22,12,43,48,18,304
Łubowo,POLREGIO Spółka Akcyjna,34,16,37,19,18,27,30,27,16,26,24,26,300
Łubowo ,,34,16,37,19,18,27,30,27,16,26,24,26,300
Kozia Góra,POLREGIO Spółka Akcyjna,46,15,26,8,23,23,29,23,17,45,44,16,315
Kozia Góra ,,46,15,26,8,23,23,29,23,17,45,44,16,315
Karlino,POLREGIO Spółka Akcyjna,52,15,45,30,34,55,85,77,13,5,4,103,518
Karlino ,,52,15,45,30,34,55,85,77,13,5,4,103,518
Jankowo Pomorskie,POLREGIO Spółka Akcyjna,36,21,38,17,22,34,29,16,21,34,30,29,327
Jankowo Pomorskie ,,36,21,38,17,22,34,29,16,21,34,30,29,327
Silnowo,POLREGIO Spółka Akcyjna,32,13,39,24,19,26,29,22,13,23,23,29,292
Silnowo ,,32,13,39,24,19,26,29,22,13,23,23,29,292
Nowogród Bobrzański,POLREGIO Spółka Akcyjna,42,28,31,40,28,28,,,104,185,183,224,893
Nowogród Bobrzański ,,42,28,31,40,28,28,,,104,185,183,224,893
Będźmierowice,Arriva RP Sp. z o.o.,19,6,3,12,7,26,25,16,28,7,30,26,205
Będźmierowice ,,19,6,3,12,7,26,25,16,28,7,30,26,205
Ostrowite koło Jabłonowa,POLREGIO Spółka Akcyjna,86,39,28,34,45,42,36,59,29,35,45,29,507
Ostrowite koło Jabłonowa ,,86,39,28,34,45,42,36,59,29,35,45,29,507
Lipinki,POLREGIO Spółka Akcyjna,90,39,29,34,48,45,36,62,30,36,47,31,527
Lipinki ,,90,39,29,34,48,45,36,62,30,36,47,31,527
Jamielnik,POLREGIO Spółka Akcyjna,81,37,30,36,46,40,37,57,29,33,46,32,504
Jamielnik ,,81,37,30,36,46,40,37,57,29,33,46,32,504
Biskupiec Pomorski,POLREGIO Spółka Akcyjna,74,35,23,33,46,38,35,61,29,32,45,31,482
Biskupiec Pomorski ,,74,35,23,33,46,38,35,61,29,32,45,31,482
Okonek,POLREGIO Spółka Akcyjna,116,70,108,89,68,122,145,134,42,56,66,162,1178
Okonek ,,116,70,108,89,68,122,145,134,42,56,66,162,1178
Wałcz,PKP INTERCITY Spółka Akcyjna ,11,3,9,4,5,7,6,6,26,24,26,27,154
Wałcz,POLREGIO Spółka Akcyjna,29,19,30,16,22,33,24,31,97,111,103,91,606
Wałcz ,,40,22,39,20,27,40,30,37,123,135,129,118,760
Tuczno Krajeńskie,PKP INTERCITY Spółka Akcyjna ,18,8,16,8,7,17,12,18,53,49,49,35,290
Tuczno Krajeńskie,POLREGIO Spółka Akcyjna,39,22,33,19,27,41,29,38,101,120,106,111,686
Tuczno Krajeńskie ,,57,30,49,27,34,58,41,56,154,169,155,146,976
Mikłasze,POLREGIO Spółka Akcyjna,54,18,33,38,43,32,38,52,59,28,37,32,464
Mikłasze ,,54,18,33,38,43,32,38,52,59,28,37,32,464
Stare Berezowo,POLREGIO Spółka Akcyjna,50,17,34,34,42,32,40,50,55,27,38,33,452
Stare Berezowo ,,50,17,34,34,42,32,40,50,55,27,38,33,452
Morze,POLREGIO Spółka Akcyjna,48,17,34,36,42,32,40,52,56,28,38,33,456
Morze ,,48,17,34,36,42,32,40,52,56,28,38,33,456
Orlanka,POLREGIO Spółka Akcyjna,50,17,33,37,43,32,38,52,56,28,38,32,456
Orlanka ,,50,17,33,37,43,32,38,52,56,28,38,32,456
Chytra,POLREGIO Spółka Akcyjna,49,18,33,33,42,31,38,48,52,26,36,34,440
Chytra ,,49,18,33,33,42,31,38,48,52,26,36,34,440
Silno,Arriva RP Sp. z o.o.,36,8,12,20,17,5,2,27,32,7,26,20,212
Silno,POLREGIO Spółka Akcyjna,,,,,,,,,,,,0,0
Silno ,,36,8,12,20,17,5,2,27,32,7,26,20,212
Żalno,Arriva RP Sp. z o.o.,38,10,13,20,18,6,2,30,32,9,27,20,225
Żalno ,,38,10,13,20,18,6,2,30,32,9,27,20,225
Piastoszyn,Arriva RP Sp. z o.o.,36,9,13,20,18,6,2,30,31,9,27,20,221
Piastoszyn ,,36,9,13,20,18,6,2,30,31,9,27,20,221
Racławki,Arriva RP Sp. z o.o.,35,8,10,20,17,5,2,28,32,11,26,20,214
Racławki ,,35,8,10,20,17,5,2,28,32,11,26,20,214
Wschowa,POLREGIO Spółka Akcyjna,32,20,32,30,35,33,55,23,47,71,66,31,475
Wschowa ,,32,20,32,30,35,33,55,23,47,71,66,31,475
Lasocice,POLREGIO Spółka Akcyjna,32,20,33,32,34,37,50,20,48,71,62,34,473
Lasocice ,,32,20,33,32,34,37,50,20,48,71,62,34,473
Stramnica,POLREGIO Spółka Akcyjna,50,12,45,24,30,44,68,57,13,5,4,102,454
Stramnica ,,50,12,45,24,30,44,68,57,13,5,4,102,454
Dygowo,POLREGIO Spółka Akcyjna,49,12,45,24,30,46,67,55,11,6,4,102,451
Dygowo ,,49,12,45,24,30,46,67,55,11,6,4,102,451
Wrzosowo,POLREGIO Spółka Akcyjna,53,15,44,24,33,46,69,56,12,4,4,103,463
Wrzosowo ,,53,15,44,24,33,46,69,56,12,4,4,103,463
Jazy,POLREGIO Spółka Akcyjna,53,15,47,26,32,48,71,58,13,6,4,103,476
Jazy ,,53,15,47,26,32,48,71,58,13,6,4,103,476
Daszewo,POLREGIO Spółka Akcyjna,53,15,45,30,33,46,72,58,13,5,5,103,478
Daszewo ,,53,15,45,30,33,46,72,58,13,5,5,103,478
Ptusza,POLREGIO Spółka Akcyjna,114,80,103,78,60,123,163,143,50,73,73,151,1211
Ptusza ,,114,80,103,78,60,123,163,143,50,73,73,151,1211
Płytnica,POLREGIO Spółka Akcyjna,105,67,97,89,68,107,132,119,57,72,75,139,1127
Płytnica ,,105,67,97,89,68,107,132,119,57,72,75,139,1127
Kowalów,PKP INTERCITY Spółka Akcyjna ,,,,,1,,,,,,,,1
Kowalów,POLREGIO Spółka Akcyjna,67,66,57,56,63,70,73,64,58,78,82,76,810
Kowalów ,,67,66,57,56,64,70,73,64,58,78,82,76,811
Stara Łubianka,POLREGIO Spółka Akcyjna,104,73,93,71,56,101,134,121,66,78,82,134,1113
Stara Łubianka ,,104,73,93,71,56,101,134,121,66,78,82,134,1113
Górzyca,POLREGIO Spółka Akcyjna,66,66,61,58,66,71,76,64,60,84,83,78,833
Górzyca ,,66,66,61,58,66,71,76,64,60,84,83,78,833
Koźla Kożuchowska,POLREGIO Spółka Akcyjna,43,28,31,38,25,25,,,93,170,175,209,837
Koźla Kożuchowska ,,43,28,31,38,25,25,,,93,170,175,209,837
Bogaczów,POLREGIO Spółka Akcyjna,42,28,31,39,27,26,,,95,175,176,208,847
Bogaczów ,,42,28,31,39,27,26,,,95,175,176,208,847
Lotyń,POLREGIO Spółka Akcyjna,113,71,106,84,64,119,144,124,43,50,65,172,1155
Lotyń ,,113,71,106,84,64,119,144,124,43,50,65,172,1155
Turowo Pomorskie,POLREGIO Spółka Akcyjna,106,56,100,89,67,105,127,112,42,51,51,167,1073
Turowo Pomorskie ,,106,56,100,89,67,105,127,112,42,51,51,167,1073
Korsze,PKP INTERCITY Spółka Akcyjna ,,,,,,,2,,,,,,2
Korsze,POLREGIO Spółka Akcyjna,54,15,8,7,20,20,17,22,6,11,30,20,230
Korsze ,,54,15,8,7,20,20,19,22,6,11,30,20,232
Czerwonka,PKP INTERCITY Spółka Akcyjna ,,,,,,,1,,,,,,1
Czerwonka,POLREGIO Spółka Akcyjna,69,21,14,10,22,27,27,26,13,20,37,25,311
Czerwonka ,,69,21,14,10,22,27,28,26,13,20,37,25,312
Barczewo,Freightliner PL Spółka z o.o.,,,,,,0,,,,,,,0
Barczewo,POLREGIO Spółka Akcyjna,64,20,13,10,22,27,28,27,12,21,39,26,309
Barczewo ,,64,20,13,10,22,27,28,27,12,21,39,26,309
Wierzbowa Śląska,Koleje Dolnośląskie S.A.,53,32,22,25,32,28,42,24,96,63,60,43,520
Wierzbowa Śląska ,,53,32,22,25,32,28,42,24,96,63,60,43,520
Modła,Koleje Dolnośląskie S.A.,53,33,23,25,32,29,41,25,95,64,59,43,522
Modła ,,53,33,23,25,32,29,41,25,95,64,59,43,522
Leszno Górne,Koleje Dolnośląskie S.A.,49,34,20,21,27,27,38,20,87,61,59,45,488
Leszno Górne ,,49,34,20,21,27,27,38,20,87,61,59,45,488
Brokęcino,POLREGIO Spółka Akcyjna,115,69,108,89,65,119,145,128,43,51,65,165,1162
Brokęcino ,,115,69,108,89,65,119,145,128,43,51,65,165,1162
Wipsowo,POLREGIO Spółka Akcyjna,73,22,14,10,24,29,28,27,13,21,39,26,326
Wipsowo ,,73,22,14,10,24,29,28,27,13,21,39,26,326
Sątopy-Samulewo,POLREGIO Spółka Akcyjna,66,21,12,10,21,23,20,23,6,12,30,20,264
Sątopy-Samulewo ,,66,21,12,10,21,23,20,23,6,12,30,20,264
Nikielkowo,POLREGIO Spółka Akcyjna,72,20,14,11,22,28,27,28,12,25,41,26,326
Nikielkowo ,,72,20,14,11,22,28,27,28,12,25,41,26,326
Łęgajny,POLREGIO Spółka Akcyjna,69,20,13,10,22,27,28,28,11,23,42,26,319
Łęgajny ,,69,20,13,10,22,27,28,28,11,23,42,26,319
Kolno,POLREGIO Spółka Akcyjna,70,22,13,10,22,26,25,24,7,13,32,24,288
Kolno ,,70,22,13,10,22,26,25,24,7,13,32,24,288
